base_slug,variant_slugs,name,types,sets,legal_heroes,legal_formats,keywords,implemented_by_registry,implemented_by_manual_trigger,has_functional_text,parseable_by_text_parser,in_generated_decks,priority_tier,priority_score,implementation_bucket
ironsong_pride,ironsong_pride_red,Ironsong Pride,Instant,Dynasty,Boltyn|Dorinthea|Emperor|Fang|Hala|Kassai|Olympia,Blitz|ClassicConstructed|LivingLegend|Open|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
jubeel_spellbane,jubeel_spellbane,"Jubeel, Spellbane",Weapon,Dynasty|Promos,Boltyn|Dorinthea|Emperor|Fang|Hala|Kassai|Olympia,Blitz|Clash|ClassicConstructed|LivingLegend|Open|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
just_a_nick,just_a_nick_red,Just a Nick,AttackReaction,PartTheMistveil,Arakni|Crackni|Nuu|Slippy|Uzuri,Blitz|ClassicConstructed|Draft|LivingLegend|Open|Sealed|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
kano,kano,Kano,Hero,ArcaneRising|CompendiumOfRathe|HistoryPack1|Promos,Kano,Blitz|Clash|Draft|Open|Sealed|SilverAge|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
kano_dracai_of_aether,kano_dracai_of_aether,"Kano, Dracai of Aether",Hero,ArcaneRising|CrucibleOfWar|HistoryPack1|Promos,Kano,LivingLegend|Open,,False,False,True,False,False,P2,45,manual_custom
kassai_cintari_sellsword,kassai_cintari_sellsword,"Kassai, Cintari Sellsword",Hero,CompendiumOfRathe|CrucibleOfWar|HistoryPack1|Promos,Kassai,Blitz|Clash|Open|SilverAge|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
kayo_berserker_runt,kayo_berserker_runt,"Kayo, Berserker Runt",Hero,CrucibleOfWar|HistoryPack1|Promos,Kayo,Blitz|Clash|Open|SilverAge|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
kayo_strong_arm,kayo_strong_arm,"Kayo, Strong-arm",Hero,SuperSlam,RKO,Blitz|Clash|Draft|Open|Sealed|SilverAge|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
kick_the_hornets_nest,kick_the_hornets_nest_yellow,Kick the Hornet's Nest,Action,SuperSlam,Arakni|Aurora|Aurora2|Azalea|Benji|Betsy|Blaze|Bolfar|Boltyn|Bravo|Brevant|Briar|Broscilio|Brutus|Chane|Cindra|Crackni|Crix|Dash|DataDoll|Dorinthea|Dromai|Enigma|Fai|Fang|Florian|Frankie|Genis|GravyBones|Hala|Ira|Iyslander|Jarl|Kano|Kassai|Katsu|Kavdaen|Kayo|Kox|Levia|Lexi|Librarian|Lyath|Marlynn|Maxx|Melody|Nuu|Oldhim|Olympia|Oscilio|Pleiades|Prism|Puffin|RKO|Reya|Rhinar|Riptide|Ruudi|Scurv|Shiyana|Slippy|Squizzy|Starvo|Taipanis|Taylor|Teklovossen|Terra|Theryon|Tuffnut|Uzuri|Valda|Verdance|Victor|Viserai|Vynnset|Yoji|Yorick|Zen|Zyggy,Blitz|ClassicConstructed|Draft|LivingLegend|Open|Sealed|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
knick_knack_bric_a_brac,knick_knack_bric_a_brac_red,Knick Knack Bric-a-brac,Action,Everfest,Arakni|Aurora|Aurora2|Azalea|Benji|Betsy|Blaze|Bolfar|Boltyn|Bravo|Brevant|Briar|Broscilio|Brutus|Chane|Cindra|Crackni|Crix|Dash|DataDoll|Dorinthea|Dromai|Emperor|Enigma|Fai|Fang|Florian|Frankie|Genis|GravyBones|Hala|Ira|Iyslander|Jarl|Kano|Kassai|Katsu|Kavdaen|Kayo|Kox|Levia|Lexi|Librarian|Lyath|Marlynn|Maxx|Melody|Nuu|Oldhim|Olympia|Oscilio|Pleiades|Prism|Puffin|RKO|Reya|Rhinar|Riptide|Ruudi|Scurv|Shiyana|Slippy|Squizzy|Starvo|Taipanis|Taylor|Teklovossen|Terra|Theryon|Tuffnut|Uzuri|Valda|Verdance|Victor|Viserai|Vynnset|Yoji|Yorick|Zen|Zyggy,Blitz|ClassicConstructed|LivingLegend|Open|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
knives_out,knives_out_blue,Knives Out,AttackReaction,Outsiders,Arakni|Benji|Cindra|Crackni|Fai|Ira|Katsu|Nuu|Slippy|Uzuri|Zen,Blitz|ClassicConstructed|Draft|LivingLegend|Open|Sealed|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
krakens_aethervein,krakens_aethervein,Kraken's Aethervein,Weapon,Everfest,Blaze|Broscilio|Emperor|Iyslander|Kano|Oscilio|Verdance,Blitz|Clash|Open|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
lay_low,lay_low_yellow,Lay Low,DefenseReaction,TheHunted,Arakni|Aurora|Aurora2|Azalea|Benji|Betsy|Blaze|Bolfar|Boltyn|Bravo|Brevant|Briar|Broscilio|Brutus|Chane|Cindra|Crackni|Crix|Dash|DataDoll|Dorinthea|Dromai|Enigma|Fai|Fang|Florian|Frankie|Genis|GravyBones|Hala|Ira|Iyslander|Jarl|Kano|Kassai|Katsu|Kavdaen|Kayo|Kox|Levia|Lexi|Librarian|Lyath|Marlynn|Maxx|Melody|Nuu|Oldhim|Olympia|Oscilio|Pleiades|Prism|Puffin|RKO|Reya|Rhinar|Riptide|Ruudi|Scurv|Shiyana|Slippy|Squizzy|Starvo|Taipanis|Taylor|Teklovossen|Terra|Theryon|Tuffnut|Uzuri|Valda|Verdance|Victor|Viserai|Vynnset|Yoji|Yorick|Zen|Zyggy,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
leave_em_speechless,leave_em_speechless_blue,Leave 'Em Speechless,Action,CompendiumOfRathe,Lyath|RKO,Blitz|ClassicConstructed|LivingLegend|Open|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
lightning_press,lightning_press_blue|lightning_press_red|lightning_press_yellow,Lightning Press,Instant,ArmoryDeckAurora|LexiBlitzDeck|Promos|TalesOfAria,Aurora|Aurora2|Briar|Broscilio|Lexi|Oscilio|Starvo|Zyggy,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
little_big_foot,little_big_foot_blue|little_big_foot_red|little_big_foot_yellow,Little Big Foot,Action,MasteryPackGuardian,Betsy|Bolfar|Bravo|Brevant|Crix|Jarl|Kox|Lyath|Oldhim|Pleiades|Reya|Starvo|Terra|Valda|Victor|Yoji,Blitz|Clash|ClassicConstructed|LivingLegend|Open|SilverAge|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
long_shot,long_shot_blue|long_shot_red|long_shot_yellow,Long Shot,Action,Dynasty,Azalea|Lexi|Marlynn|Riptide,Blitz|Clash|ClassicConstructed|LivingLegend|Open|SilverAge|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
long_whisker_loyalty,long_whisker_loyalty_red,Long Whisker Loyalty,AttackReaction,Promos|TheHunted,Emperor|Fang,Blitz|ClassicConstructed|Draft|LivingLegend|Open|Sealed|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
look_tuff,look_tuff_red,Look Tuff,Action,EnigmaSilverAgeDeck|IyslanderSilverAgeDeck|SuperSlam,Arakni|Aurora|Aurora2|Azalea|Benji|Betsy|Blaze|Bolfar|Boltyn|Bravo|Brevant|Briar|Broscilio|Brutus|Chane|Cindra|Crackni|Crix|Dash|DataDoll|Dorinthea|Dromai|Emperor|Enigma|Fai|Fang|Florian|Frankie|Genis|GravyBones|Hala|Ira|Iyslander|Jarl|Kano|Kassai|Katsu|Kavdaen|Kayo|Kox|Levia|Lexi|Librarian|Lyath|Marlynn|Maxx|Melody|Nuu|Oldhim|Olympia|Oscilio|Pleiades|Prism|Puffin|RKO|Reya|Rhinar|Riptide|Ruudi|Scurv|Shiyana|Slippy|Squizzy|Starvo|Taipanis|Taylor|Teklovossen|Terra|Theryon|Tuffnut|Uzuri|Valda|Verdance|Victor|Viserai|Vynnset|Yoji|Yorick|Zen|Zyggy,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
looming_doom,looming_doom_blue,Looming Doom,Action,Dynasty,Aurora|Aurora2|Briar|Chane|Florian|Viserai|Vynnset,Blitz|ClassicConstructed|LivingLegend|Open|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
lord_sutcliffe,lord_sutcliffe,Lord Sutcliffe,Mentor,ChaneBlitzDeck|Promos,Aurora|Aurora2|Briar|Chane|Florian|Viserai|Vynnset,Blitz|Clash|Open|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
low_blow,low_blow_red,Low Blow,Action,GEM|SuperSlam,Lyath|RKO,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
lubricate,lubricate_blue,Lubricate,Instant,GEM|HighSeas,Dash|DataDoll|Maxx|Puffin|Teklovossen,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
lunartide_plunderer,lunartide_plunderer_blue|lunartide_plunderer_red|lunartide_plunderer_yellow,Lunartide Plunderer,Action,Monarch,Chane|Levia|Vynnset,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
lunging_press,lunging_press_blue,Lunging Press,AttackReaction,BenjiBlitzDeck|BetsyBlitzDeck|CrucibleOfWar|HeavyHitters|IraWelcomeDeck|KatsuBlitzDeck|KatsuHeroDeck,Arakni|Aurora|Aurora2|Azalea|Benji|Betsy|Blaze|Bolfar|Boltyn|Bravo|Brevant|Briar|Broscilio|Brutus|Chane|Cindra|Crackni|Crix|Dash|DataDoll|Dorinthea|Dromai|Enigma|Fai|Fang|Florian|Frankie|Genis|GravyBones|Hala|Ira|Iyslander|Jarl|Kano|Kassai|Katsu|Kavdaen|Kayo|Kox|Levia|Lexi|Librarian|Lyath|Marlynn|Maxx|Melody|Nuu|Oldhim|Olympia|Oscilio|Pleiades|Prism|Puffin|RKO|Reya|Rhinar|Riptide|Ruudi|Scurv|Shiyana|Slippy|Squizzy|Starvo|Taipanis|Taylor|Teklovossen|Terra|Theryon|Tuffnut|Uzuri|Valda|Verdance|Victor|Viserai|Vynnset|Yoji|Yorick|Zen|Zyggy,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
mage_hunter_arrow,mage_hunter_arrow_red,Mage Hunter Arrow,Action,SuperSlam,Azalea|Lexi|Marlynn|Riptide,Blitz|ClassicConstructed|LivingLegend|Open|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
mark_of_lightning,mark_of_lightning,Mark of Lightning,Equipment,LexiBlitzDeck|TalesOfAria,Aurora|Aurora2|Briar|Broscilio|Lexi|Oscilio|Starvo|Taylor|Zyggy,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
mask_of_three_tails,mask_of_three_tails,Mask of Three Tails,Equipment,Promos|RoundTheTable,Benji|Cindra|Fai|Ira|Katsu|Taylor|Zen,Blitz|ClassicConstructed|LivingLegend|Open|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
maul,maul_yellow,Maul,AttackReaction,PartTheMistveil,Benji|Cindra|Fai|Ira|Katsu|Zen,Blitz|ClassicConstructed|Draft|LivingLegend|Open|Sealed|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
maximum_velocity,maximum_velocity_red,Maximum Velocity,Action,ArcaneRising|ArmoryDeckDash|BrightLights,Dash|DataDoll|Maxx|Puffin|Teklovossen,Blitz|ClassicConstructed|Draft|LivingLegend|Open|Sealed|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
meganetic_shockwave,meganetic_shockwave_blue,Meganetic Shockwave,Action,CrucibleOfWar,Dash|DataDoll|Maxx|Puffin|Teklovossen,Blitz|ClassicConstructed|LivingLegend|Open|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
memorial_ground,memorial_ground_blue|memorial_ground_red|memorial_ground_yellow,Memorial Ground,Instant,Monarch|Promos,Arakni|Aurora|Aurora2|Azalea|Benji|Betsy|Blaze|Bolfar|Boltyn|Bravo|Brevant|Briar|Broscilio|Brutus|Chane|Cindra|Crackni|Crix|Dash|DataDoll|Dorinthea|Dromai|Emperor|Enigma|Fai|Fang|Florian|Frankie|Genis|GravyBones|Hala|Ira|Iyslander|Jarl|Kano|Kassai|Katsu|Kavdaen|Kayo|Kox|Levia|Lexi|Librarian|Lyath|Marlynn|Maxx|Melody|Nuu|Oldhim|Olympia|Oscilio|Pleiades|Prism|Puffin|RKO|Reya|Rhinar|Riptide|Ruudi|Scurv|Shiyana|Slippy|Squizzy|Starvo|Taipanis|Taylor|Teklovossen|Terra|Theryon|Tuffnut|Uzuri|Valda|Verdance|Victor|Viserai|Vynnset|Yoji|Yorick|Zen|Zyggy,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
mental_block,mental_block_blue,Mental Block,Block,Rosetta,Blaze|Broscilio|Iyslander|Kano|Oscilio|Verdance,Blitz|ClassicConstructed|Draft|LivingLegend|Open|Sealed|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
mindstate_of_tiger,mindstate_of_tiger_blue,Mindstate of Tiger,Action,Dynasty,Benji|Cindra|Fai|Ira|Katsu|Zen,Blitz|ClassicConstructed|LivingLegend|Open|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
minerva_themis,minerva_themis,Minerva Themis,Mentor,BoltynBlitzDeck|Promos,Boltyn|Dorinthea|Fang|Hala|Kassai|Olympia,Blitz|Clash|Open|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
miragai,miragai,Miragai,,Uprising,Dromai,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
money_or_your_life,money_or_your_life_blue|money_or_your_life_red|money_or_your_life_yellow,Money or Your Life?,Action,HighSeas,Arakni|Aurora|Aurora2|Azalea|Benji|Betsy|Blaze|Bolfar|Boltyn|Bravo|Brevant|Briar|Broscilio|Brutus|Chane|Cindra|Crackni|Crix|Dash|DataDoll|Dorinthea|Dromai|Emperor|Enigma|Fai|Fang|Florian|Frankie|Genis|GravyBones|Hala|Ira|Iyslander|Jarl|Kano|Kassai|Katsu|Kavdaen|Kayo|Kox|Levia|Lexi|Librarian|Lyath|Marlynn|Maxx|Melody|Nuu|Oldhim|Olympia|Oscilio|Pleiades|Prism|Puffin|RKO|Reya|Rhinar|Riptide|Ruudi|Scurv|Shiyana|Slippy|Squizzy|Starvo|Taipanis|Taylor|Teklovossen|Terra|Theryon|Tuffnut|Uzuri|Valda|Verdance|Victor|Viserai|Vynnset|Yoji|Yorick|Zen|Zyggy,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
monolith_of_galcia,monolith_of_galcia_blue,Monolith of Galcia,Action,CompendiumOfRathe,Jarl|Oldhim|Starvo,Blitz|Clash|ClassicConstructed|LivingLegend|Open|SilverAge|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
moon_chakra,moon_chakra_blue|moon_chakra_red|moon_chakra_yellow,Moon Chakra,Instant,PartTheMistveil|Promos,Enigma,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
moon_wish,moon_wish_blue|moon_wish_red|moon_wish_yellow,Moon Wish,Action,ArcaneRising,Arakni|Aurora|Aurora2|Azalea|Benji|Betsy|Blaze|Bolfar|Boltyn|Bravo|Brevant|Briar|Broscilio|Brutus|Chane|Cindra|Crackni|Crix|Dash|DataDoll|Dorinthea|Dromai|Emperor|Enigma|Fai|Fang|Florian|Frankie|Genis|GravyBones|Hala|Ira|Iyslander|Jarl|Kano|Kassai|Katsu|Kavdaen|Kayo|Kox|Levia|Lexi|Librarian|Lyath|Marlynn|Maxx|Melody|Nuu|Oldhim|Olympia|Oscilio|Pleiades|Prism|Puffin|RKO|Reya|Rhinar|Riptide|Ruudi|Scurv|Shiyana|Slippy|Squizzy|Starvo|Taipanis|Taylor|Teklovossen|Terra|Theryon|Tuffnut|Uzuri|Valda|Verdance|Victor|Viserai|Vynnset|Yoji|Yorick|Zen|Zyggy,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
morlock_hill,morlock_hill_blue,Morlock Hill,Instant,DuskTillDawn,Boltyn|Dorinthea|Fang|Hala|Kassai|Olympia,Blitz|ClassicConstructed|LivingLegend|Open|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
murkmire_grapnel,murkmire_grapnel_blue|murkmire_grapnel_red|murkmire_grapnel_yellow,Murkmire Grapnel,Action,AzaleaBlitzDeck|AzaleaSilverAgeDeck|Outsiders|RiptideBlitzDeck,Azalea|Lexi|Marlynn|Riptide,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
nasty_surprise,nasty_surprise_blue,Nasty Surprise,Action,HeavyHitters,Arakni|Aurora|Aurora2|Azalea|Benji|Betsy|Blaze|Bolfar|Boltyn|Bravo|Brevant|Briar|Broscilio|Brutus|Chane|Cindra|Crackni|Crix|Dash|DataDoll|Dorinthea|Dromai|Enigma|Fai|Fang|Florian|Frankie|Genis|GravyBones|Hala|Ira|Iyslander|Jarl|Kano|Kassai|Katsu|Kavdaen|Kayo|Kox|Levia|Lexi|Librarian|Lyath|Marlynn|Maxx|Melody|Nuu|Oldhim|Olympia|Oscilio|Pleiades|Prism|Puffin|RKO|Reya|Rhinar|Riptide|Ruudi|Scurv|Shiyana|Slippy|Squizzy|Starvo|Taipanis|Taylor|Teklovossen|Terra|Theryon|Tuffnut|Uzuri|Valda|Verdance|Victor|Viserai|Vynnset|Yoji|Yorick|Zen|Zyggy,Blitz|ClassicConstructed|Draft|LivingLegend|Open|Sealed|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
nekria,nekria,Nekria,,Uprising,Dromai,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
nerves_of_steel,nerves_of_steel_blue,Nerves of Steel,Action,Everfest,Betsy|Bolfar|Bravo|Brevant|Crix|Jarl|Kox|Lyath|Oldhim|Pleiades|Reya|Starvo|Terra|Valda|Victor|Yoji,Blitz|ClassicConstructed|LivingLegend|Open|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
nettling_shot,nettling_shot_red,Nettling Shot,Action,HighSeas,Azalea|Lexi|Marlynn|Riptide,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
never_give_up,never_give_up_yellow,Never Give Up,Block,ArmoryDeckPleiades|SuperSlam,Pleiades|Tuffnut,Blitz|ClassicConstructed|Draft|LivingLegend|Open|Sealed|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
nimby,nimby_blue|nimby_red|nimby_yellow,Nimby,Action,GEM|HighSeas,Arakni|Aurora|Aurora2|Azalea|Benji|Betsy|Blaze|Bolfar|Boltyn|Bravo|Brevant|Briar|Broscilio|Brutus|Chane|Cindra|Crackni|Crix|Dash|DataDoll|Dorinthea|Dromai|Emperor|Enigma|Fai|Fang|Florian|Frankie|Genis|GravyBones|Hala|Ira|Iyslander|Jarl|Kano|Kassai|Katsu|Kavdaen|Kayo|Kox|Levia|Lexi|Librarian|Lyath|Marlynn|Maxx|Melody|Nuu|Oldhim|Olympia|Oscilio|Pleiades|Prism|Puffin|RKO|Reya|Rhinar|Riptide|Ruudi|Scurv|Shiyana|Slippy|Squizzy|Starvo|Taipanis|Taylor|Teklovossen|Terra|Theryon|Tuffnut|Uzuri|Valda|Verdance|Victor|Viserai|Vynnset|Yoji|Yorick|Zen|Zyggy,Blitz|ClassicConstructed|Draft|LivingLegend|Open|Sealed|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
ninth_blade_of_the_blood_oath,ninth_blade_of_the_blood_oath_yellow,Ninth Blade of the Blood Oath,Action,ArcaneRising|ArmoryDeckLegendsViserai,Aurora|Aurora2|Briar|Chane|Florian|Viserai|Vynnset,Blitz|ClassicConstructed|Draft|LivingLegend|Open|Sealed|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
no_fear,no_fear_red,No Fear,Instant,HeavyHitters,Kayo|Levia|RKO|Rhinar|Tuffnut,Blitz|ClassicConstructed|Draft|LivingLegend|Open|Sealed|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
numbskull,numbskull_red,Numbskull,Action,DuskTillDawn,Kayo|Levia|RKO|Rhinar|Tuffnut,Blitz|ClassicConstructed|LivingLegend|Open|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
nuu,nuu,Nuu,Hero,NuuBlitzDeck|PartTheMistveil,Nuu,Blitz|Clash|Draft|Open|Sealed|SilverAge|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
nuu_alluring_desire,nuu_alluring_desire,"Nuu, Alluring Desire",Hero,PartTheMistveil|Promos,Nuu,LivingLegend|Open,,False,False,True,False,False,P2,45,manual_custom
oasis_respite,oasis_respite_blue|oasis_respite_red|oasis_respite_yellow,Oasis Respite,Instant,ArmoryDeckLegendsPrism|DorintheaSilverAgeDeck|DromaiBlitzDeck|EnigmaSilverAgeDeck|Promos|Uprising,Arakni|Aurora|Aurora2|Azalea|Benji|Betsy|Blaze|Bolfar|Boltyn|Bravo|Brevant|Briar|Broscilio|Brutus|Chane|Cindra|Crackni|Crix|Dash|DataDoll|Dorinthea|Dromai|Emperor|Enigma|Fai|Fang|Florian|Frankie|Genis|GravyBones|Hala|Ira|Iyslander|Jarl|Kano|Kassai|Katsu|Kavdaen|Kayo|Kox|Levia|Lexi|Librarian|Lyath|Marlynn|Maxx|Melody|Nuu|Oldhim|Olympia|Oscilio|Pleiades|Prism|Puffin|RKO|Reya|Rhinar|Riptide|Ruudi|Scurv|Shiyana|Slippy|Squizzy|Starvo|Taipanis|Taylor|Teklovossen|Terra|Theryon|Tuffnut|Uzuri|Valda|Verdance|Victor|Viserai|Vynnset|Yoji|Yorick|Zen|Zyggy,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
offensive_behavior,offensive_behavior_blue,Offensive Behavior,Action,Promos|SuperSlam,RKO,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
old_leather_and_vim,old_leather_and_vim_red,Old Leather and Vim,Action,Promos|SuperSlam,Tuffnut,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
on_the_horizon,on_the_horizon_blue|on_the_horizon_red|on_the_horizon_yellow,On the Horizon,Block,EnigmaSilverAgeDeck|GEM|HighSeas|IyslanderSilverAgeDeck,Arakni|Aurora|Aurora2|Azalea|Benji|Betsy|Blaze|Bolfar|Boltyn|Bravo|Brevant|Briar|Broscilio|Brutus|Chane|Cindra|Crackni|Crix|Dash|DataDoll|Dorinthea|Dromai|Emperor|Enigma|Fai|Fang|Florian|Frankie|Genis|GravyBones|Hala|Ira|Iyslander|Jarl|Kano|Kassai|Katsu|Kavdaen|Kayo|Kox|Levia|Lexi|Librarian|Lyath|Marlynn|Maxx|Melody|Nuu|Oldhim|Olympia|Oscilio|Pleiades|Prism|Puffin|RKO|Reya|Rhinar|Riptide|Ruudi|Scurv|Shiyana|Slippy|Squizzy|Starvo|Taipanis|Taylor|Teklovossen|Terra|Theryon|Tuffnut|Uzuri|Valda|Verdance|Victor|Viserai|Vynnset|Yoji|Yorick|Zen|Zyggy,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
oscilio_scion_of_the_third_age,oscilio_scion_of_the_third_age,"Oscilio, Scion of the Third Age",Hero,OmensOfTheThirdAge,Broscilio,Blitz|Clash|Draft|Open|Sealed|SilverAge|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
outside_interference,outside_interference_blue,Outside Interference,Action,SuperSlam,RKO,Blitz|ClassicConstructed|Draft|LivingLegend|Open|Sealed|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
overblast,overblast_blue|overblast_red|overblast_yellow,Overblast,Action,CrucibleOfWar|DashSilverAgeDeck,Dash|DataDoll|Maxx|Puffin|Teklovossen,Blitz|Clash|ClassicConstructed|LivingLegend|Open|SilverAge|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
pack_call,pack_call_blue|pack_call_red|pack_call_yellow,Pack Call,Action,HeavyHitters,Kayo|Levia|RKO|Rhinar|Tuffnut,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
palantir_aeronought,palantir_aeronought_red,Palantir Aeronought,Action,HighSeas,Dash|DataDoll|Maxx|Puffin|Teklovossen,Blitz|ClassicConstructed|Draft|LivingLegend|Open|Sealed|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
parched_terrain,parched_terrain_red,Parched Terrain,Instant,SuperSlam,Cindra|Dromai|Emperor|Fai|Fang|Taipanis,Blitz|ClassicConstructed|LivingLegend|Open|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
patch_the_hole,patch_the_hole,Patch the Hole,Equipment,HighSeas,Azalea|Lexi|Marlynn|Riptide|Taylor,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
pathing_helix,pathing_helix_blue|pathing_helix_red|pathing_helix_yellow,Pathing Helix,Action,CrucibleOfWar,Azalea|Lexi|Marlynn|Riptide,Blitz|Clash|ClassicConstructed|LivingLegend|Open|SilverAge|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
pay_day,pay_day_blue,Pay Day,Action,Dynasty,Arakni|Crackni|Nuu|Slippy|Uzuri,Blitz|ClassicConstructed|LivingLegend|Open|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
pendulum_trap,pendulum_trap_yellow,Pendulum Trap,DefenseReaction,Outsiders|Promos|RiptideBlitzDeck,Azalea|Lexi|Marlynn|Riptide,Blitz|Clash|ClassicConstructed|Draft|LivingLegend|Open|Sealed|SilverAge|UltimatePitFight,,False,False,True,False,False,P2,45,manual_custom
